Liste over Bildetema-termer som skal oversettes til kvensk									
Tilrettelagt av Øystein Reigem, Uni Research Computing, 2017-01-11									
									
id	lenke til Bildetema HTML5	lenke til Bildetema Flash	svensk	bokmål	engelsk	kvensk	oversetterens kommentarer		
&w502	Bildetema HTML5	Bildetema Flash	en hovtång	knipetang	pincers	hohtimet			
&w519	Bildetema HTML5	Bildetema Flash	en hylsnyckel	pipenøkkel	box spanner	piipputonget			
&w641-c	Bildetema HTML5	Bildetema Flash	en kniv	kniv	knife	veitti			
&w649	Bildetema HTML5	Bildetema Flash	en kofot	kubein	crowbar		lehmänjalka?		
&w988	Bildetema HTML5	Bildetema Flash	en pensel	pensel	brush	pensseli	penseli?		
									
&c14	Bildetema HTML5	Bildetema Flash	Skola och utbildning	Skole og utdanning	School and education	Koulu ja koulutus			
									
&s14_1	Bildetema HTML5	Bildetema Flash	skola	skole	school	koulu			
									
&w1174	Bildetema HTML5	Bildetema Flash	en skola	skole	school	koulu			
&w1176	Bildetema HTML5	Bildetema Flash	en skolgård	skolegård	school yard	koulusiljo			
&w626	Bildetema HTML5	Bildetema Flash	en klass	klasse	class	klassi			
&w669	Bildetema HTML5	Bildetema Flash	en korridor	korridor	corridor	korridoori			
									
&s14_2	Bildetema HTML5	Bildetema Flash	klassrum	klasserom	classroom	klassiloma, klassihuonet, klassihuone			
									
&w1123	Bildetema HTML5	Bildetema Flash	ett schema	timeplan	schedule	tiimaplaana			
&w1183	Bildetema HTML5	Bildetema Flash	en skrivbok	skrivebok	exercise-book	kirjoituskirja, kirjotuskirja			
&w1390-b	Bildetema HTML5	Bildetema Flash	en tavla	tavle	blackboard	taulu			
&w1414-a	Bildetema HTML5	Bildetema Flash	en tidskrift	tidsskrift	periodical	aikakirjoitus, aikakirjotus			
&w1687	Bildetema HTML5	Bildetema Flash	en (skol)bänk	pult	desk	koulunpenkki, pultti			
&w272	Bildetema HTML5	Bildetema Flash	en elev	elev	pupil	koululainen			
&w627	Bildetema HTML5	Bildetema Flash	ett klassrum	klasserom	classroom	klassiloma, klassihuonet, klassihuone			
&w799	Bildetema HTML5	Bildetema Flash	en lärare	lærer	teacher	opettaaja, opettaja			
&w801	Bildetema HTML5	Bildetema Flash	en lärobok	lærebok	textbook	oppikirja			
&w802	Bildetema HTML5	Bildetema Flash	läromedel	læremiddel	teaching aids	oppimateriaali			
									
&c15	Bildetema HTML5	Bildetema Flash	Post och bank	Post og bank	Post and bank	Posti ja pankko			
									
&s15_1	Bildetema HTML5	Bildetema Flash	bank	bank	bank	pankko			
									
&w100	Bildetema HTML5	Bildetema Flash	en blankett	blankett	form	planketti			
&w1100	Bildetema HTML5	Bildetema Flash	en räkning	regning	bill	räkninki			
&w1132	Bildetema HTML5	Bildetema Flash	en servicebox	nattsafe	night safe		yösäilö? säilö?		
&w1688	Bildetema HTML5	Bildetema Flash	ett kreditkort	kredittkort	credit card	kredittikortti			
&w1689	Bildetema HTML5	Bildetema Flash	en bankbok	bankbok	bankbook	pankkokirja			
&w196	Bildetema HTML5	Bildetema Flash	en check	sjekk	cheque	šekki			
&w548	Bildetema HTML5	Bildetema Flash	ett identitetskort (ett ID-kort)	identitetskort (ID-kort)	ID card	identiteettikortti (ID-kortti)			
&w551	Bildetema HTML5	Bildetema Flash	ett inbetalningskort	innbetalingsblankett	payment form	maksoplanketti			
&w67	Bildetema HTML5	Bildetema Flash	en bankomat	minibank	cash dispenser	minipankko			
&w712	Bildetema HTML5	Bildetema Flash	ett kvitto	kvittering	receipt	kviteerinki			
									
&s15_2	Bildetema HTML5	Bildetema Flash	post	post	post office	posti			
									
&w1023	Bildetema HTML5	Bildetema Flash	en postadress	postadresse	postal address	postiadressi			
&w1024	Bildetema HTML5	Bildetema Flash	ett postnummer	postnummer	post code, zip code	postinumero			
&w1322	Bildetema HTML5	Bildetema Flash	en stämpel	stempel	stamp	stämppeli			
&w140	Bildetema HTML5	Bildetema Flash	ett brev	brev	letter	preevi, preivi			
&w141-b	Bildetema HTML5	Bildetema Flash	en brevlåda	postkasse	letterbox, postbox	postikassa, postiloova			
&w1573	Bildetema HTML5	Bildetema Flash	ett vykort	prospektkort	postcard	postikortti			
&w2	Bildetema HTML5	Bildetema Flash	en adress	adresse	address	adressi			
&w3	Bildetema HTML5	Bildetema Flash	en adressat	mottaker	addressee	saaja	vasthaanottaaja?		
&w351	Bildetema HTML5	Bildetema Flash	ett frimärke	frimerke	(postage) stamp	postimerkki			
&w39	Bildetema HTML5	Bildetema Flash	en avi, postförsändelse	meldeseddel	notice of arrival	tietoseteli			
&w41	Bildetema HTML5	Bildetema Flash	en avsändare	avsender	sender	lähettääjä, lähettäjä			
&w703	Bildetema HTML5	Bildetema Flash	ett kuvert	konvolutt	envelope	konfolutti	konvolutti?		
&w970	Bildetema HTML5	Bildetema Flash	ett paket	pakke	parcel	pakka			
									
&s15_3	Bildetema HTML5	Bildetema Flash	pengar	penger	money	rahat			
									
&w1124	Bildetema HTML5	Bildetema Flash	en sedel	sedler	banknotes, notes	isoraha	seteli?		
&w1253	Bildetema HTML5	Bildetema Flash	en sparbössa	sparebøsse	money box		säästörassii? säästöpössi? MK: säästöpankki		
&w1473	Bildetema HTML5	Bildetema Flash	en tusenlapp	tusenlapp	1000 kronor note	tuhanenseteli			
&w1473-dan	Bildetema HTML5	Bildetema Flash	en tusenlapp	tusenlapp	1000 kroner note	tuhanenseteli			
&w1473-nor	Bildetema HTML5	Bildetema Flash	en tusenlapp	tusenlapp	1000 kroner note	tuhanenseteli			
&w15301	Bildetema HTML5	Bildetema Flash	en tvåkrona	tokrone	two krona coin	kaksikruununen			
&w15301-dan	Bildetema HTML5	Bildetema Flash	en tvåkrona	tokrone	two krone coin	kaksikruununen			
&w15302-dan	Bildetema HTML5	Bildetema Flash	en tvåhundralapp	tohundrelapp	200 kroner note	kaksisatanen			
&w15302-nor	Bildetema HTML5	Bildetema Flash	en tvåhundralapp	tohundrelapp	200 kroner note	kaksisatanen			
&w1690	Bildetema HTML5	Bildetema Flash	en tiokrona, en tia	tikrone (tier)	10 kronor coin		? kymmenkruununen? kymmenenkruununen?		
&w1690-dan	Bildetema HTML5	Bildetema Flash	en tiokrona, en tia	tikrone (tier)	10 kroner coin		?		
&w1690-nor	Bildetema HTML5	Bildetema Flash	en tiokrona, en tia	tikrone (tier)	10 kroner coin		?		
&w1691	Bildetema HTML5	Bildetema Flash	en femkrona, en femma	femkrone (femmer)	five krona coin	viisikruununen			
&w1691-dan	Bildetema HTML5	Bildetema Flash	en femkrona, en femma	femkrone (femmer)	five krone coin	viisikruununen			
&w1691-nor	Bildetema HTML5	Bildetema Flash	en femkrona, en femma	femkrone (femmer)	five krone coin	viisikruununen			
&w1692	Bildetema HTML5	Bildetema Flash	en femhundrakronorssedel	femhundrelapp	500 kronor note	viisisatanen			
&w1692-dan	Bildetema HTML5	Bildetema Flash	en femhundrakronorssedel	femhundrelapp	500 kroner note	viisisatanen			
&w1692-nor	Bildetema HTML5	Bildetema Flash	en femhundrakronorssedel	femhundrelapp	500 kroner note	viisisatanen			
&w1693	Bildetema HTML5	Bildetema Flash	en tjugokronorssedel	tjuekrone	20 kronor note		? kahđenkymmenen (kruunun) seteli?		
&w1693-dan	Bildetema HTML5	Bildetema Flash	en tjugokrona	tjuekrone	20 kroner coin		? kaksikymmentäkruununen?		
&w1693-nor	Bildetema HTML5	Bildetema Flash	en tjugokrona	tjuekrone	20 kroner coin		? kaksikymmentäkruununen?		
&w277	Bildetema HTML5	Bildetema Flash	en enkrona	krone(stykke)	one krona coin	kruunu			
&w277-dan	Bildetema HTML5	Bildetema Flash	en enkrona	krone(stykke)	one krone coin	kruunu			
&w277-nor	Bildetema HTML5	Bildetema Flash	en enkrona	krone(stykke)	one krone coin	kruunu			
&w297	Bildetema HTML5	Bildetema Flash	en femtilapp	femtilapp	50 kronor note		? viiđenkymmenen (kruunun) seteli? viisikymmentäkruununen?		
&w297-dan	Bildetema HTML5	Bildetema Flash	en femtilapp	femtilapp	50 kroner note		?		
&w297-nor	Bildetema HTML5	Bildetema Flash	en femtilapp	femtilapp	50 kroner note		?		
&w298	Bildetema HTML5	Bildetema Flash	en femtiöring	femtiøring	50 öre coin	viisikymmentä äyrinen			
&w298-dan	Bildetema HTML5	Bildetema Flash	en femtiöring	femtiøring	50 øre coin	viisikymmentä äyrinen			
&w298-nor	Bildetema HTML5	Bildetema Flash	en femtiöring	femtiøring	50 øre coin	viisikymmentä äyrinen			
&w507	Bildetema HTML5	Bildetema Flash	en hundralapp	hundrelapp	100 kronor note	satanen			
&w507-dan	Bildetema HTML5	Bildetema Flash	en hundralapp	hundrelapp	100 kroner note	satanen			
&w507-nor	Bildetema HTML5	Bildetema Flash	en hundralapp	hundrelapp	100 kroner note	satanen			
&w897	Bildetema HTML5	Bildetema Flash	ett mynt	mynter	coins	pikkuraha			
									
&c16	Bildetema HTML5	Bildetema Flash	Stad och trafik	By og trafikk	City and traffic	Kaupunki ja trafikki			
									
&s16_1	Bildetema HTML5	Bildetema Flash	stad 1	by 1	city 1	kaupunki 1			
									
&w1007	Bildetema HTML5	Bildetema Flash	en plattform	plattform	platform	platformi, laituri			
&w1027	Bildetema HTML5	Bildetema Flash	en parkeringsplats	parkeringsplass	parking place	parkeerinkipaikka	parkkisija, parkkipaikka? (Troms, Varanger) parkeerauspaikka?		
&w1063-a	Bildetema HTML5	Bildetema Flash	en refug	trafikkøy	island	trafikkisaari	Troms, Varanger		
&w1070	Bildetema HTML5	Bildetema Flash	en restaurang	restaurant	restaurant	restaurantti			
&w1086	Bildetema HTML5	Bildetema Flash	en rulltrappa	rulletrapp	escalator	rullatrappu			
&w1191	Bildetema HTML5	Bildetema Flash	en skulptur	skulptur	sculpture	skulptuuri, patsas	skylptyyri? patsas (T, V)		
&w1196	Bildetema HTML5	Bildetema Flash	en skylt	skilt	signboard	kyltti			
&w1391	Bildetema HTML5	Bildetema Flash	en taxi	drosje	taxi	taksi			
&w1394	Bildetema HTML5	Bildetema Flash	en teater	teater	theatre	teatteri			
&w1435	Bildetema HTML5	Bildetema Flash	ett trafikljus	trafikklys	traffic light	trafikkivalo			
&w1436-a	Bildetema HTML5	Bildetema Flash	ett trafikmärke	trafikkskilt	road sign	trafikkikyltti			
&w1470	Bildetema HTML5	Bildetema Flash	en tunnelbana	undergrunnsbane	underground	tunnelibaana	metro? baana - paana? maanalainen baana/paana?		
&w1526	Bildetema HTML5	Bildetema Flash	ett varuhus	varehus	department store	tavarasentteri	kauppahuonet? tavarahuonet? kauppasentteri/tavarasentteri (T, V)		
&w1588	Bildetema HTML5	Bildetema Flash	ett vägmärke	veiskilt	road sign	tiekyltti			
&w1634-a	Bildetema HTML5	Bildetema Flash	ett övergångsställe	fotgjengerfelt	crossing	jalankulkutie			
&w1694	Bildetema HTML5	Bildetema Flash	en fontän	fontene	fountain	fonteeni	?		
&w170	Bildetema HTML5	Bildetema Flash	en buss	buss	bus	bussi			
&w172	Bildetema HTML5	Bildetema Flash	en butik	butikk	shop	kauppa, putikki			
&w37	Bildetema HTML5	Bildetema Flash	en parkeringsautomat	(parkerings)automat	parking meter	(parkeerinki)automaatti	(parkeeraus)automaatti ? parkkiautomaatti (T, V)		
&w370-a	Bildetema HTML5	Bildetema Flash	en förare	sjåfør	driver	kuljettaaja, kuljettaja			
&w389	Bildetema HTML5	Bildetema Flash	en gata	gate	street	katu			
&w390	Bildetema HTML5	Bildetema Flash	en gatlykta	gatelys	street lighting	katunäkö, katuvalo			
&w523	Bildetema HTML5	Bildetema Flash	en hållplats	holdeplass	bus-stop	hollipaikka			
&w782	Bildetema HTML5	Bildetema Flash	en lyktstolpe	lyktestolpe	lamppost	lyhtytolppa			
&w91	Bildetema HTML5	Bildetema Flash	en bil	bil	car	biili			
&w978-b	Bildetema HTML5	Bildetema Flash	en papperskorg	søppeldunk	litter bin	roskakori	semmonen mikä oon ulkona, oonko joku muu sana?		
&w982	Bildetema HTML5	Bildetema Flash	en passagerare	passasjer	passenger	matkustaaja, matkustaja			
									
&s16_2	Bildetema HTML5	Bildetema Flash	stad 2	by 2	city 2	kaupunki 2			
									
&w1063-b	Bildetema HTML5	Bildetema Flash	en refug	trafikkøy	island	trafikkisaari			
&w1102	Bildetema HTML5	Bildetema Flash	en rännsten	rennestein	gutter		katuränni? Mk: katuoja		
&w1272	Bildetema HTML5	Bildetema Flash	en stad	by	town	kaupunki			
&w1429	Bildetema HTML5	Bildetema Flash	ett torg	torg	square	tori			
&w1436-b	Bildetema HTML5	Bildetema Flash	ett trafikmärke	trafikkskilt	road sign	trafikkikyltti			
&w1448	Bildetema HTML5	Bildetema Flash	en trottoar	fortau	pavement	kävelytie, käymätie	?		
&w1634-b	Bildetema HTML5	Bildetema Flash	ett övergångsställe	fotgjengerfelt	crossing	jalankulkutie			
&w202	Bildetema HTML5	Bildetema Flash	en cykelbana	sykkelsti	cycle lane, cycle path	sykkelitie	? 		
&w203	Bildetema HTML5	Bildetema Flash	en cyklist	syklist	cyclist	syklääjä	?		
&w302-b	Bildetema HTML5	Bildetema Flash	en fil	kjørebane	roadway	ajobaana	ajopaana?		
&w345	Bildetema HTML5	Bildetema Flash	en fotgängare	fotgjenger	pedestrian	käveliijä, kävelijä	?		
&w708	Bildetema HTML5	Bildetema Flash	ett kvarter	kvartal	block	kvartteeri	kortteli?		
&w981	Bildetema HTML5	Bildetema Flash	en park	park	park	parkki			
									
&s16_3	Bildetema HTML5	Bildetema Flash	trafik 1	trafikk 1	traffic 1	trafikki 1			
									
&w1079	Bildetema HTML5	Bildetema Flash	en rondell	rundkjøring	roundabout	ympäriajo			
&w1695	Bildetema HTML5	Bildetema Flash	en segelbåt	(seil)båt	sailing boat, sail boat	purjetvenet, purjevene, seilivenet, seilivene			
&w179	Bildetema HTML5	Bildetema Flash	en båt	båt	boat	venet, vene			
&w291	Bildetema HTML5	Bildetema Flash	ett fartyg	skip	ship, vessel	laiva			
&w331	Bildetema HTML5	Bildetema Flash	ett flygplan	fly	aircraft	flyyi	ilmalaiva, lentolaiva, lentokonet?		
&w332	Bildetema HTML5	Bildetema Flash	en flygplats	flyplass	airport	flyyikenttä	lentokenttä?		
&w366	Bildetema HTML5	Bildetema Flash	en färja	ferje	ferry	lautta			
&w467-a	Bildetema HTML5	Bildetema Flash	en hamn	havn	harbour	hamina			
&w488	Bildetema HTML5	Bildetema Flash	en helikopter	helikopter	helicopter	helikopteri			
&w780	Bildetema HTML5	Bildetema Flash	en lyftkran	heisekran	crane		kraani, heisikraani, nostokraani?		
									
&s16_4	Bildetema HTML5	Bildetema Flash	trafik 2	trafikk 2	traffic 2	trafikki 2			
									
&w1101	Bildetema HTML5	Bildetema Flash	en sliper	sville	railway sleeper		rautatiepölkky? kiskopölkky? kiskonaluspölkky? MK: rälsi, kisko		
&w1163	Bildetema HTML5	Bildetema Flash	en skena	skinne	rail		rautatiekisko? MK: kisko		
&w1268-a	Bildetema HTML5	Bildetema Flash	ett spår	spor	track	rautatie			
&w1270	Bildetema HTML5	Bildetema Flash	en spårvagn	trikk	tram, streetcar	trikki	katujuna, katutooki?		
&w1278	Bildetema HTML5	Bildetema Flash	en station	stasjon	station	stašuuni			
&w1486	Bildetema HTML5	Bildetema Flash	ett tåg	tog	train	tooki	juna?		
&w621	Bildetema HTML5	Bildetema Flash	en kiosk	kiosk	kiosk	kioski			
&w770	Bildetema HTML5	Bildetema Flash	ett lok	lokomotiv	locomotive	lokomotiivi			
&w991	Bildetema HTML5	Bildetema Flash	en perrong	perrong	platform	perronki	peronki? perongi? perrongi?		
									
&c17	Bildetema HTML5	Bildetema Flash	Bil och cykel	Bil og sykkel	Car and bicycle	Biili ja sykkeli			
									
&s17_1	Bildetema HTML5	Bildetema Flash	cykel	sykkel	bicycle	sykkeli			
									
&w1038-b	Bildetema HTML5	Bildetema Flash	en pump	(sykkel-)pumpe	(bicycle) pump	(sykkeli)pumppu			
&w1062	Bildetema HTML5	Bildetema Flash	en reflex	refleks	reflector, reflex	refleksi			
&w1076-b	Bildetema HTML5	Bildetema Flash	en ringklocka	ringeklokke	(bicycle) bell	(sykkeli)kello	soittokello?		
&w1112	Bildetema HTML5	Bildetema Flash	en sadel	(sykkel)sete	saddle	(sykkelin)istuin, (sykkeli)satula			
&w1313	Bildetema HTML5	Bildetema Flash	ett styre	styre	handlebars	tyyräystanko, tyyri	?		
&w1325	Bildetema HTML5	Bildetema Flash	en stänkskärm	skvettlapp	mudguard	rapalappu	? MK: rapapelli		
&w1438	Bildetema HTML5	Bildetema Flash	en trampa	trøe	pedal	poljin			
&w145-b	Bildetema HTML5	Bildetema Flash	en broms	brems	brake	prämssi			
&w1536-b	Bildetema HTML5	Bildetema Flash	en ventil	ventil	valve	venttiili			
&w260	Bildetema HTML5	Bildetema Flash	en dynamo	dynamo	dynamo	dynamo			
&w268	Bildetema HTML5	Bildetema Flash	en eker	eike	spoke	pinna			
&w380-b	Bildetema HTML5	Bildetema Flash	en gaffel	forgaffel	front bicycle fork	etukaffeli	?		
&w495	Bildetema HTML5	Bildetema Flash	en hjälm	hjelm	helmet	jälmi			
&w612	Bildetema HTML5	Bildetema Flash	en kedja	kjede	chain	viljat			
&w664	Bildetema HTML5	Bildetema Flash	en korg	kurv	basket	kori			
&w781	Bildetema HTML5	Bildetema Flash	en lykta	lykt	lantern	lyhty			
&w866	Bildetema HTML5	Bildetema Flash	en moped	moped	moped	mopeti			
&w879	Bildetema HTML5	Bildetema Flash	en motorcykel	motorsykkel	motorcycle	motorisykkeli			
&w922	Bildetema HTML5	Bildetema Flash	ett nav	nav	hub	napa	?		
&w971	Bildetema HTML5	Bildetema Flash	en pakethållare	bagasjebrett	luggage carrier		pakaašiprättä? matkatavaraprättä? MK: pakettihollari		
&w983	Bildetema HTML5	Bildetema Flash	en pedal	pedal	pedal	pedaali			
									
&s17_2	Bildetema HTML5	Bildetema Flash	bil 1	bil 1	car 1	biili 1			
									
&w1059	Bildetema HTML5	Bildetema Flash	en ratt	ratt	steering wheel	ratti			
&w1304	Bildetema HTML5	Bildetema Flash	en strålkastare	(for)lykt	headlight	etulyhty			
&w1371	Bildetema HTML5	Bildetema Flash	ett säte	sete	seat	istuin, penkki	?		
&w145-a	Bildetema HTML5	Bildetema Flash	en broms	brems	brake	prämssi			
&w1475	Bildetema HTML5	Bildetema Flash	en tuta	horn	horn	torvi	?		
&w1525	Bildetema HTML5	Bildetema Flash	en varningstriangel	varseltrekant	warning triangle	varoituskolmikantti, varotuskolmikantti			
&w1696	Bildetema HTML5	Bildetema Flash	en registreringsskylt	nummerskilt	number plate	numerokyltti	?		
&w1697	Bildetema HTML5	Bildetema Flash	ett fälgkors	hjulkryss	four-way wheel wrench		ristiauvain? ratasristi? MK: ristikkoauvain		
&w240	Bildetema HTML5	Bildetema Flash	en domkraft	jekk	jack	jekki			
&w261	Bildetema HTML5	Bildetema Flash	ett däck	dekk	tyre	rengas			
&w263-b	Bildetema HTML5	Bildetema Flash	en dörr	dør	door	ovi			
&w363	Bildetema HTML5	Bildetema Flash	en fälg	felg	rim		? MK: vanne		
&w387	Bildetema HTML5	Bildetema Flash	en gas	gasspedal	accelerator	gassipedaali			
&w47	Bildetema HTML5	Bildetema Flash	en backspegel	bakspeil	rear-view mirror	takapeili			
&w470	Bildetema HTML5	Bildetema Flash	en handbroms	håndbrems	handbrake	käsiprämssi			
&w494	Bildetema HTML5	Bildetema Flash	ett hjul	hjul	wheel	pyörä, ratas			
&w58	Bildetema HTML5	Bildetema Flash	ett baksäte	baksete	back seat	takapenkki			
&w663	Bildetema HTML5	Bildetema Flash	en koppling	clutch	clutch	klötši			
									
&s17_3	Bildetema HTML5	Bildetema Flash	bil 2	bil 2	car 2	biili 2			
									
&w1038-a	Bildetema HTML5	Bildetema Flash	en pump	(bensin-)pumpe	petrol pump	(bensiini-)pumppu			
&w1597	Bildetema HTML5	Bildetema Flash	en växelspak	gir(stang)	gear	giiritanko			
&w1598	Bildetema HTML5	Bildetema Flash	en växellåda	girkasse	gearbox	giirikassa			
&w255-b	Bildetema HTML5	Bildetema Flash	en dunk	kanne	can	kannu			
&w314	Bildetema HTML5	Bildetema Flash	fjädring	fjæring	springs	jouttet, fieterit	?		
&w44-a	Bildetema HTML5	Bildetema Flash	en axel	aksling	axle	akseli			
&w596	Bildetema HTML5	Bildetema Flash	en kaross	karosseri	coachwork	karosseri			
&w763	Bildetema HTML5	Bildetema Flash	en ljuddämpare	lydpotte	silencer	äänipotto			
&w810	Bildetema HTML5	Bildetema Flash	en mack	bensinstasjon	petrol station	bensiinistašuuni			
&w83	Bildetema HTML5	Bildetema Flash	bensin	bensin	petrol, gas	bensiini 			
&w878	Bildetema HTML5	Bildetema Flash	en motor	motor	engine	motori			
									
&s17_4	Bildetema HTML5	Bildetema Flash	bil 3	bil 3	car 3	biili 3			
									
&w1362	Bildetema HTML5	Bildetema Flash	ett säkerhetsbälte	sikkerhetsbelte	safety belt	turvavyö			
&w1495	Bildetema HTML5	Bildetema Flash	ett tändstift	tennplugg	sparking plug	sytytysplugi	sytytyspluki?		
&w1548	Bildetema HTML5	Bildetema Flash	en vindruta	frontrute	windscreen	eturuutu			
&w1698	Bildetema HTML5	Bildetema Flash	en baklucka	bakluke	back boot, trunk	takalunkka			
&w370-b	Bildetema HTML5	Bildetema Flash	en förare	sjåfør	driver	kuljettaaja, kuljettaja			
&w372	Bildetema HTML5	Bildetema Flash	en förgasare	forgasser	carburettor		forkasseri? kasseri? kaasuttaaja? MK: kaasutin 		
&w393	Bildetema HTML5	Bildetema Flash	en generator	dynamo	alternator, generator	dynamo			
&w54	Bildetema HTML5	Bildetema Flash	bagage(t)	bagasje	luggage	matkatavarat	?		
&w716	Bildetema HTML5	Bildetema Flash	en kylare	radiator	radiator	radiaattori			
&w75-a	Bildetema HTML5	Bildetema Flash	ett batteri	batteri	battery	patteri			
									
&c18	Bildetema HTML5	Bildetema Flash	Musik ock instrument	Musikk og instrumenter	Music and instruments	Musikki ja instrumentit			
									
&s18_1	Bildetema HTML5	Bildetema Flash	instrument 1	instrumenter 1	instruments 1	instrumentit 1			
									
&w1303	Bildetema HTML5	Bildetema Flash	en stråke	bue	bow	kaari	? 		
&w1380	Bildetema HTML5	Bildetema Flash	en tamburin	tamburin	tambourine	tamburiini			
&w1386	Bildetema HTML5	Bildetema Flash	en tangent	tangent	key	tangentti			
&w1449	Bildetema HTML5	Bildetema Flash	en trumma	tromme	drum	trumma			
&w192	Bildetema HTML5	Bildetema Flash	en cello	cello	cello	cello	?		
&w244	Bildetema HTML5	Bildetema Flash	ett dragspel	trekkspill	accordion	vetopeli, haitari			
&w309	Bildetema HTML5	Bildetema Flash	en fiol	fiolin	violin	fioliini			
&w329	Bildetema HTML5	Bildetema Flash	en flygel	flygel	grand piano	flyygeli			
&w396	Bildetema HTML5	Bildetema Flash	en gitarr	gitar	guitar	kitaari			
&w479	Bildetema HTML5	Bildetema Flash	en harpa	harpe	harp	harppu			
&w72	Bildetema HTML5	Bildetema Flash	en basfiol	kontrabass	double bass	kontrabasso			
&w75-b	Bildetema HTML5	Bildetema Flash	trumset	slagverk	drums	trummat			
&w823	Bildetema HTML5	Bildetema Flash	en mandolin	mandolin	mandolin	mandoliini			
&w891	Bildetema HTML5	Bildetema Flash	en musiker	musiker	musician	musikkeri			
&w995	Bildetema HTML5	Bildetema Flash	ett piano	piano	piano	piano			
									
&s18_2	Bildetema HTML5	Bildetema Flash	instrument 2	instrumenter 2	instruments 2	instrumentit 2			
									
&w106	Bildetema HTML5	Bildetema Flash	en blockflöjt	blokkfløyte	recorder	pilli			
&w1120	Bildetema HTML5	Bildetema Flash	en saxofon	saksofon	saxophone	saksofuuni			
&w1446	Bildetema HTML5	Bildetema Flash	en trombon	trombone	trombone	trombooni	trompuuni?		
&w1450	Bildetema HTML5	Bildetema Flash	en trumpet	trompet	trumpet	trumpetti	?		
&w1462	Bildetema HTML5	Bildetema Flash	en tuba	tuba	tuba	tuuba			
&w1699	Bildetema HTML5	Bildetema Flash	ett valthorn	horn, valthorn	French horn	torvi	franskantorvi? MK: käyrätorvi		
&w336	Bildetema HTML5	Bildetema Flash	en (tvär-)flöjt	(tverr)fløyte	(cross) flute	pillipiipari			
&w625	Bildetema HTML5	Bildetema Flash	en klarinett	klarinett	clarinet	klarinetti			
&w886	Bildetema HTML5	Bildetema Flash	ett munspel	munnspill	mouth-organ	suupeli			
&w961	Bildetema HTML5	Bildetema Flash	en orgel	orgel	organ	urku			
									
&s18_3	Bildetema HTML5	Bildetema Flash	musik	musikk	music	musikki			
									
&w1054-a	Bildetema HTML5	Bildetema Flash	en radio	radio	radio	raatio	radio?		
&w1170	Bildetema HTML5	Bildetema Flash	en skivspelare	platespiller	recordplayer	kramafuuni	plaattaspilleri? plaattapellaaja? plaattapelari?		
&w1700	Bildetema HTML5	Bildetema Flash	ett band, en musikgrupp	(musikk)gruppe	band	musikkijoukko			
&w1701	Bildetema HTML5	Bildetema Flash	en publik	publikum	audience	pyblikymi			
&w189-a	Bildetema HTML5	Bildetema Flash	en cd-skiva	CD-plate	compact disc	CD-plaatta			
&w190	Bildetema HTML5	Bildetema Flash	en cd-spelare	CD-spiller	CD player	CD-pellaaja	CD-spilleri?		
&w226	Bildetema HTML5	Bildetema Flash	en dirigent	dirigent	conductor	dirigentti	tirikentti?		
&w377	Bildetema HTML5	Bildetema Flash	en förstärkare	forsterker	amplifier	vahvistaaja, vahvistaja	? äänenvahvistaaja?		
&w539	Bildetema HTML5	Bildetema Flash	en högtalare	høyttaler	loudspeaker	kovaääninen	äänikaijutin? 		
&w604	Bildetema HTML5	Bildetema Flash	en kassett	kassett	cassette	kasetti			
&w63-a	Bildetema HTML5	Bildetema Flash	en bandspelare	båndspiller	tape recorder	kasetinpellaaja	kasettispilleri?		
&w728	Bildetema HTML5	Bildetema Flash	en kör	kor	chorus	laulujoukko, kööri			
&w854	Bildetema HTML5	Bildetema Flash	en mikrofon	mikrofon	microphone	mikrofuuni			
&w930	Bildetema HTML5	Bildetema Flash	en not	note	note	nuotti			
&w958	Bildetema HTML5	Bildetema Flash	en opera	opera	opera	ooppera	uuppera?		
&w962	Bildetema HTML5	Bildetema Flash	en orkester	orkester	orchestra	orkesteri			
									
&c19	Bildetema HTML5	Bildetema Flash	Massmedia, kontor och färger	Massemedia, kontor og farger	Mass media, office and colours	Massameedia, konttuuri ja färit	meetia? media?		
									
&s19_1	Bildetema HTML5	Bildetema Flash	massmedia 1	massemedia 1	mass media 1	massameedia 1	meetia? media?		
									
&w1083	Bildetema HTML5	Bildetema Flash	en rubrik	tittel	headline	ylikirjoitus, ylikirjotus			
&w1137	Bildetema HTML5	Bildetema Flash	en sida	side	page	laita			
&w1138	Bildetema HTML5	Bildetema Flash	en siffra	tall (siffer)	figure	luku			
&w1251	Bildetema HTML5	Bildetema Flash	en spalt	spalte	column	palsta, kolumni			
&w128	Bildetema HTML5	Bildetema Flash	en bokstav	bokstav	letter	pukstaavi			
&w1374	Bildetema HTML5	Bildetema Flash	en tabell	tabell	table	tabelli			
&w1413	Bildetema HTML5	Bildetema Flash	en tidning	avis	newspaper	aviisi			
&w1414-b	Bildetema HTML5	Bildetema Flash	en tidskrift	tidsskrift	periodical	aikakirjoitus, aikakirjotus			
&w15	Bildetema HTML5	Bildetema Flash	en annons	annonse	advertisement	anonsi			
&w150	Bildetema HTML5	Bildetema Flash	en broschyr	brosjyre	brochure	brošyyri			
&w221	Bildetema HTML5	Bildetema Flash	ett diagram	diagram	diagram, chart	diakrammi			
&w28	Bildetema HTML5	Bildetema Flash	en artikel	artikkel	article	artikkeli			
&w4	Bildetema HTML5	Bildetema Flash	affisch	plakat	poster	plakaatti			
